title ;url;product_id;;
hostel-relax;https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/69918389.jpg?k=e582c7cbbd14a4617e14b9d0c16209ae041170aa4458ac657c60f30cd079b773&o=&hp=1;8;;
hostel-gameroom;https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/69918354.jpg?k=fd648080298482ea17ee80035cecbed684e735da021f8fa6796acaa846365b86&o=&hp=1;8;;
amerian-bedroom;https://www.amerian.com/admin/imgHabitaciones/RutaImag-6sar2.gif;9;;
amerian-livingroom;https://www.amerian.com/admin/imgHoteles/RutaImag-sf109.jpg;9;;
amerian-reception;https://www.amerian.com/admin/imgHoteles/RutaImag-6k8fw.jpg;9;;
amerian-bar;https://www.amerian.com/admin/imgObjetos/RutaImag-g1dh5.jpg;9;;
amerian-dinningroom;https://media.staticontent.com/media/pictures/f1f11e0d-5f30-4de6-b7f7-101a263abf01;9;;
pampas-resort-livingroom;https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/33679850.jpg?k=1ddb5b93bea65d267048edd780496120ac5c48ff4c235861c96cc8fd7f1773ad&o=&hp=1;10;;
pampas-resort-swimmingpool;https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/33679869.jpg?k=dd3ae1a22e8a669fbc23f916a1d13da8a8c3912659ce540665bff0a30476ab4f&o=&hp=1;10;;
pampas-resort-gym;https://t-cf.bstatic.com/xdata/images/hotel/max1024x768/148424387.jpg?k=5a77d8fcd2b77f55356f4096f43bc80c208bb8ff80c65c118cc1cda43d87cc58&o=&hp=1;10;;
pampas-resort-bedroom;https://q-xx.bstatic.com/xdata/images/hotel/max500/148424896.jpg?k=99793faa03469b52d622792dc2f46531270c7e123e1ae8e738ad4e9df2e8a681&o=;10;;
pampas-resort-swimmingpool2;https://www.hotelinfo.com.ar/hotel/1337634910_pampas_de_areco_18.jpg;10;;
hostel-sum;https://cf.bstatic.com/xdata/images/hotel/max1280x900/174628133.jpg?k=e655b16c31efd511b14a16d1b4bc77a1fe0a49e6c55ab434420e12d04b235f03&o=&hp=1;11;;
hostel-bedroom;https://cf.bstatic.com/xdata/images/hotel/max1024x768/174627999.jpg?k=bf1e9b35bb81372823e84200a2cba699907390b1317a62b8717855f9298ef7d4&o=&hp=1;11;;
hostel-kitchen;https://cf.bstatic.com/xdata/images/hotel/max1024x768/174628082.jpg?k=7173c7a3b115b440ea16e51394d8257877fe85c334d9a001f333531568a75541&o=&hp=1;11;;
hostel-garden;https://cf.bstatic.com/xdata/images/hotel/max1280x900/174628087.jpg?k=871ee00439d778258a91d11e3327dc8b985d4bb49490965e6f519dffd4f0ba58&o=&hp=1;11;;
hostel-drink;https://cf.bstatic.com/xdata/images/hotel/max1024x768/167732025.jpg?k=991d06bef1003a73070984507c1292840aba4803a0339437c8b861b0df48b661&o=&hp=1;11;;
glamping-green;https://cf.bstatic.com/xdata/images/hotel/max1024x768/178545551.jpg?k=a8e6ded2230f50410b121f89ad2c6e313d6ebf55bf464d292afc33aadf337bd3&o=&hp=1;12;;
glamping-breakfast;https://cf.bstatic.com/xdata/images/hotel/max1024x768/232110440.jpg?k=abb10a22dd9e557fdfd7298a1498755f105a84f9e52be64ac80ad1a36d66dc4b&o=&hp=1;12;;
glamping-bedroom;https://cf.bstatic.com/xdata/images/hotel/max1024x768/232107929.jpg?k=acaf0d9f96cd88ccb594d002753b508d1091041c9dc9ace46b452622b258727c&o=&hp=1;12;;
glamping-sky;https://cf.bstatic.com/xdata/images/hotel/max1024x768/177361250.jpg?k=a2b08800cbddadb3c4464f39a6a9d322f70fdab77678bff338af438f1c4bfbe0&o=&hp=1;12;;
glamping-night;https://cf.bstatic.com/xdata/images/hotel/max1024x768/232109926.jpg?k=7948bd1248d5cc4c81a3f6a19ec977504cd8d2f94da9beac43f4f04f40b08478&o=&hp=1;12;;
resort-outdoor;https://cf.bstatic.com/xdata/images/hotel/max1024x768/120846980.jpg?k=0a4302772ff985d9c02f5bd19b8727bcc6caa98e16c7e0804a344880c50fa733&o=&hp=1;13;;
resort-tennis;https://cf.bstatic.com/xdata/images/hotel/max1024x768/251253044.jpg?k=b8988f634893e8a0d3bd10f79ad3d827af4e227d0c07582ee764e84f96530f99&o=&hp=1;13;;
resort-golf;https://cf.bstatic.com/xdata/images/hotel/max1024x768/251253046.jpg?k=b832aa920530880314fd777704e77f21482fe886057cd32c52597cdfa07890dc&o=&hp=1;13;;
resort-bedroom;https://cf.bstatic.com/xdata/images/hotel/max1024x768/20270397.jpg?k=980d366a7a4027d66107cce76b39a07e59527706defc9d38cb3b2aeff32b5a50&o=&hp=1;13;;
resort-swimmingpool;https://cf.bstatic.com/xdata/images/hotel/max1024x768/184958418.jpg?k=4cbae3c1b25a810dd4f279458ecb5719ef0508862e4e455803d8ab1216f45ef9&o=&hp=1;13;;
hotel-window;https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/72/1a/ee.jpg;14;;
hotel-food;https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/72/1b/03.jpg;14;;
hotel-nature;https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/09/de/1e/a8.jpg;14;;
hotel-mountain;https://media-cdn.tripadvisor.com/media/attractions-splice-spp-720x480/07/72/1a/f6.jpg;14;;
hotel-bedroom;https://dynamic-media-cdn.tripadvisor.com/media/photo-o/15/ff/a2/86/hotel-spa-termas-cacheuta.jpg?w=1200&h=-1&s=1;14;;
glamping-domo;https://www.realdelpehuenche.com/assets/img/gallery/7.png;15;;
glamping-allDomos;https://www.realdelpehuenche.com/assets/img/gallery/11.png;15;;
glamping-domo2;https://glampingsouth.com/admin/wp-content/uploads/2018/11/ntre-Cielos-Luj%C3%A1n-de-Cuyo-Mendoza-1.jpg;15;;
glamping-domo3;https://glampingsouth.com/admin/wp-content/uploads/2020/05/alpasion-valle-de-uco-mendoza-1.jpg;15;;
glamping-esqui;https://www.realdelpehuenche.com/assets/img/gallery/3.png;15;;
sigrum-hostel-facade;https://dynamic-media-cdn.tripadvisor.com/media/partner/bookingcom/photo-o/1c/cb/8f/1d/facadeentrance.jpg?w=900&h=-1&s=1;16;;
sigrum-hostel-breakfast;https://scontent.fcor11-1.fna.fbcdn.net/v/t1.6435-9/70306927_2327742204208699_2763861976676302848_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeGYIt99LOg6KETBZMglDY5e5yRmHa6T_HnnJGYdrpP8efXlSrZ8Zx3Bzvq0m6uGUTP-ndwcNV0rl5GxqpNN8KwD&_nc_ohc=2PUJorI2IRUAX_EIeEj&tn=Mlu_lUhNdW5ZywVU&_nc_ht=scontent.fcor11-1.fna&oh=00_AT-w-AzG_KTaL3t3PdnHe_lEQOrrjCLlNLzFVHJcR86ddA&oe=62C54A15;16;;
sigrum-hostel-dinningroom;https://scontent.fcor11-1.fna.fbcdn.net/v/t1.6435-9/69996860_2327742090875377_3498383267843801088_n.jpg?_nc_cat=110&ccb=1-7&_nc_sid=730e14&_nc_eui2=AeE18w0-_vEHIZkqIb6X823c_cuckrD1jMX9y5ySsPWMxWgqPQt68Pcf9XzXPUEWJsSWiDPFA4U8zWQs_FrWYpIJ&_nc_ohc=4G-gzJUh7xsAX9cjvZa&_nc_ht=scontent.fcor11-1.fna&oh=00_AT9O8BzRsTbxTHl7XUiPUM6Q21gyRKiLWA5OfjprMZKD5A&oe=62C33E20;16;;
sigrum-hostel-bedroom;https://q-xx.bstatic.com/xdata/images/hotel/max500/287319841.jpg?k=8765de44436f17d67dbba68a1661290a7b6fe03d7e9d680870f494f998d620a5&o=;16;;
sigrum-hostel-livingroom;https://www.welcomeargentina.com/plantillas/62597-05Li.jpg;16;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
;;;;
